actual_label,prediction
B,the 4 202 353 bp genome of the alkaliphilic bacterium bacillus halodurans c-125 contains 4066 predicted protein coding sequences cdss 2141 527 of which have functional assignments 1182 29 of which are conserved cdss with unknown function and 743 18 3 of which have no match to any protein database among the total cdss 88 match sequences of proteins found only in bacillus subtilis and 667 are widely conserved in comparison with the proteins of various organisms including bsubtilis the b halodurans genome contains 112 transposase genes indicating that transposases have played an important evolutionary role in horizontal gene transfer and also in internal genetic rearrangement in the genome strain c-125 lacks some of the necessary genes for competence such as coms srfa and rapc supporting the fact that competence has not been demonstrated experimentally in c-125 there is no paralog of tupa encoding teichuronopeptide which contributes to alkaliphily in the c-125 genome and an ortholog of tupa cannot be found in the bsubtilis genome out of 11 sigma factors which belong to the extracytoplasmic function family 10 are unique to b halodurans suggesting that they may have a role in the special mechanism of adaptation to an alkaline environment
B,we determined a 146 kb contiguous sequence at the 25 degrees-36 degrees region of the bacillus subtilis chromosome containing the amye-srfa segment among the 113 orfs identified 33 are already known functions were assigned to 38 orfs by a search of non-redundant protein sequence data banks and those of 16 orfs were suggested through significant similarity with reported sequences the amino acid sequences of 13 of the orfs were similar to proteins of unknown function of escherichia coli haemophilus influenzae and other species we did not find similarities for 29 orfs to any known proteins the 146 kb region is rich in enzymes 35 orfs related to the metabolism of low molecular mass compounds and five genes for surfactin production occupy about 26 kb of the region
B,klebsiella sp lf 1202 was isolated as a bacterium that can assimilate adenosine as a sole source of carbon and nitrogen f ling et al agric biol chem 55 573-575 1991 from a soil sample both the purine nucleoside phosphorylase pnpase and uridine phosphorylase upase of this bacterium were induced simultaneously when the bacterium was cultured in a medium containing adenosine or uridine as a sole source of carbon and nitrogen this induction profile is different from that of escherichia coli here we cloned and sequenced the gene corresponding to each enzyme the open reading frame orf of the pnpase gene consisted of 717 bp that encoded a polypeptide of 239 amino acids with a molecular weight of 26198 the orf of the upase gene consisted of 834 bp that encoded a polypeptide of 278 amino acids with a molecular weight of 28912
E,the dif-1 gene was identified in a general screen for maternal-effect embryonic lethal mel mutants dif-1 mutant embryos complete gastrulation and embryonic cell division normally but then arrest development with only a small amount of tissue differentiation either maternal or zygotic dif-1 activity is sufficient for wild-type development the temperature-sensitive period of a cold-sensitive dif-1 mutant shows that dif-1 activity is essential only for 3 h corresponding to the major period of embryonic tissue differentiation and is not required post-embryonically the results point to a role for dif-1 in the maintenance of tissue differentiation in the developing embryo but not for its initiation cloning and sequencing of the dif-1 gene revealed that its product is homologous to proteins in the mitochondrial carrier family although dif-1 activity is required only during embryogenesis dif-1 rna is expressed at all stages of development in situ hybridization to embryos showed that dif-1 rna is initially present in all cells of the embryo this most likely corresponds to maternal dif-1 rna later the presumable zygotic dif-1 rna is found only in the gut and hypodermis of the embryo this tissue-specific expression raises the possibility that the dif-1 protein acts non-cell autonomously and that some communication or molecular transport dependent on dif-1 takes place during embryonic tissue differentiation dif-1 is the first mitochondrial carrier homologue known to be needed specifically for a developmental process
E,arabidopsis thaliana arabidopsis is unique among plant model organisms in having a small genome 130-140 mb excellent physical and genetic maps and little repetitive dna here we report the sequence of chromosome 2 from the columbia ecotype in two gap-free assemblies contigs of 36 and 16 megabases mb the latter represents the longest published stretch of uninterrupted dna sequence assembled from any organism to date chromosome 2 represents 15 of the genome and encodes 4037 genes 49 of which have no predicted function roughly 250 tandem gene duplications were found in addition to large-scale duplications of about 05 and 45 mb between chromosomes 2 and 1 and between chromosomes 2 and 4 respectively sequencing of nearly 2 mb within the genetically defined centromere revealed a low density of recognizable genes and a high density and diverse range of vestigial and presumably inactive mobile elements more unexpected is what appears to be a recent insertion of a continuous stretch of 75 of the mitochondrial genome into chromosome 2
E,calponin is a smooth muscle specific actin- tropomyosin- and calmodulin-binding protein thought to be involved in some way in the regulation or modulation of contraction here we describe the cloning and bacterial expression of two calponin species from murine and porcine smooth muscle tissues primary and secondary structural analyses of the deduced amino acid sequences revealed a high degree of homology to avian calponin with the exception of a short and variable c-terminal segment the sequence data demonstrate that the two mammalian calponin variants do not arise via alternative splicing but are encoded by different genes
B,prochlorococcus marinus the dominant photosynthetic organism in the ocean is found in two main ecological forms high-light-adapted genotypes in the upper part of the water column and low-light-adapted genotypes at the bottom of the illuminated layer p marinus ss120 the complete genome sequence reported here is an extremely low-light-adapted form the genome of p marinus ss120 is composed of a single circular chromosome of 1751080 bp with an average gc content of 364 it contains 1884 predicted protein-coding genes with an average size of 825 bp a single rrna operon and 40 trna genes together with the 166-mbp genome of p marinus med4 the genome of p marinus ss120 is one of the two smallest genomes of a photosynthetic organism known to date it lacks many genes that are involved in photosynthesis dna repair solute uptake intermediary metabolism motility phototaxis and other functions that are conserved among other cyanobacteria systems of signal transduction and environmental stress response show a particularly drastic reduction in the number of components even taking into account the small size of the ss120 genome in contrast housekeeping genes which encode enzymes of amino acid nucleotide cofactor and cell wall biosynthesis are all present because of its remarkable compactness the genome of p marinus ss120 might approximate the minimal gene complement of a photosynthetic organism
E,the sperm acrosome is a regulated secretory granule that undergoes exocytosis during fertilization to elucidate the structural organization of the contents within the acrosome guinea pig sperm acrosomal apical segments were isolated and mapped by two-dimensional polyacrylamide gel electrophoresis page although complex the two-dimensional page map was dominated by two mr 50000 polypeptides p50 and proacrosin a mr 67000 polypeptide p67 and a mr 32000 polypeptide sp32 proacrosin pi  80 p67 and sp32 were extracted from apical segments by 1 m nacl protein p50 a relatively acidic polypeptide was not extracted in 1 m nacl andor 1 triton x-100 at 4 degrees c but was solubilized with 6 m urea protein p50 was purified from the urea extract by elution from deae-sephacel with 100 mm guanidine hcl and appeared homogeneous by sds-page antibodies to p50 were monospecific as judged by western blot analysis indirect immunofluorescence indicated that p50 was restricted to the acrosomal apical segment incubation of apical segments at ph 75 in the presence of 1 mm edta at 37 degrees c resulted in the release of p50 into the 200000 x g supernatant fluid a process that was reversed by a subsequent incubation with 15 mm cacl2 but not with mgcl2 the ca2-dependent reassociation of p50 with the acrosomal apical segments was reversed by the addition of 20 mm egta indicating that p50 binding is dependent on free ca2 concentrations when acrosomal matrices were purified following triton x-100 extraction p50 was the major component with p67 proacrosin and sp32 as less prominent constituents molecular cloning demonstrated that p50 is a unique testis-specific member of the pentaxin family of calcium-dependent binding proteins
B,n-terminal formylation of ribosome-synthesized polypeptides is assumed to be among the most conserved features that distinguish the eubacterial line of descent from other living phyla in order to assess the ancientness of this trait def genes encoding polypeptide deformylase were characterized from four eubacterial species lactococcus lactis bacillus subtilis calothrix pcc7601 and thermotoga maritima taking advantage of the conditional viability of the def mutants of escherichia coli altogether eight sequences of polypeptide deformylase have been obtained from all the eubacterial sources which were investigated either through systematic genome sequence analysis or through genetic screening yielding a highly homologous family a gene putatively encoding met-trnai formyltransferase fmt was found downstream of the deformylase gene except in l lactis mycoplasma genitalium calothrix pcc7601 and t maritima these results argue strongly for the ancestral character of n-terminal formylation in eubacteria most of the wide deviations of amino acid usage observed in def- and fmt-encoded proteins among species is best accounted for by the nucleotide composition of genomes furthermore the species of origin of each protein appears to be more recognizable than its function considering only its amino acid composition
E,butyrate and its structural analogues have recently entered clinical trials as a potential drug for differentiation therapy of advanced prostate cancer to better understand the molecular mechanisms involved in prostate cancer differentiation we used mrna differential display to identify the genes induced by butyrate we found that the androgen-independent prostate cancer cell line pc-3 undergoes terminal differentiation and apoptosis after treatment with sodium butyrate nabu a novel cdna designated carboxypeptidase a3 cpa3 which was up-regulated in nabu-treated pc-3 cells was identified and characterized this gene expresses a 2795-bp mrna encoding a protein with an open reading frame of 421 amino acids cpa3 has 37-63 amino acid identity with zinc cps from different mammalian species it also shares 27-43 amino acid similarity with zinc cps from several nonmammalian species including escherichia coli yeast caenorhabditis elegans and drosophila the structural similarity between cpa3 and its closest homologues indicates that the putative cpa3 protein contains a 16-residue signal peptide sequence a 95-residue nh2-terminal activation segment and a 310-residue cp enzyme domain the consistent induction of cpa3 by nabu in several prostate cancer cell lines led us to investigate the signaling pathway involved in the induction of cpa3 mrna trichostatin a a potent and specific inhibitor of histone deacetylase also induced cpa3 mrna expression suggesting that cpa3 gene induction is mediated by histone hyperacetylation we demonstrated that cpa3 induction was a downstream effect of the treatment with butyrate or trichostatin a but that the induction of p21waf1cip1 occurred immediately after these treatments we also demonstrated that the induction of cpa3 mrna by nabu was inhibited by p21waf1cip1 antisense mrna expression indicating that p21 transactivation is required for the induction of cpa3 by nabu our data demonstrate that the histone hyperacetylation signaling pathway is activated during nabu-mediated differentiation of pc-3 cells and the new gene cpa3 is involved in this pathway
B,the bacterium escherichia coli o157h7 is a worldwide threat to public health and has been implicated in many outbreaks of haemorrhagic colitis some of which included fatalities caused by haemolytic uraemic syndrome close to 75000 cases of o157h7 infection are now estimated to occur annually in the united states the severity of disease the lack of effective treatment and the potential for large-scale outbreaks from contaminated food supplies have propelled intensive research on the pathogenesis and detection of e coli o157h7 ref 4 here we have sequenced the genome of e coli o157h7 to identify candidate genes responsible for pathogenesis to develop better methods of strain detection and to advance our understanding of the evolution of e coli through comparison with the genome of the non-pathogenic laboratory strain e coli k-12 ref 5 we find that lateral gene transfer is far more extensive than previously anticipated in fact 1387 new genes encoded in strain-specific clusters of diverse sizes were found in o157h7 these include candidate virulence factors alternative metabolic capacities several prophages and other new functions--all of which could be targets for surveillance
B,the gene coding for an antigenic 34-kda protein of mycobacterium paratuberculosis was isolated and sequenced the 897-bp open reading frame coded for a novel protein containing specific b epitopes the occurrence of well-defined hydrophobic and hydrophilic portions suggests the wall location of the protein
B,the genus xanthomonas is a diverse and economically important group of bacterial phytopathogens belonging to the gamma-subdivision of the proteobacteria xanthomonas axonopodis pv citri xac causes citrus canker which affects most commercial citrus cultivars resulting in significant losses worldwide symptoms include canker lesions leading to abscission of fruit and leaves and general tree decline xanthomonas campestris pv campestris xcc causes black rot which affects crucifers such as brassica and arabidopsis symptoms include marginal leaf chlorosis and darkening of vascular tissue accompanied by extensive wilting and necrosis xanthomonas campestris pv campestris is grown commercially to produce the exopolysaccharide xanthan gum which is used as a viscosifying and stabilizing agent in many industries here we report and compare the complete genome sequences of xac and xcc their distinct disease phenotypes and host ranges belie a high degree of similarity at the genomic level more than 80 of genes are shared and gene order is conserved along most of their respective chromosomes we identified several groups of strain-specific genes and on the basis of these groups we propose mechanisms that may explain the differing host specificities and pathogenic processes
E,lipoproteina is an ldl-like lipoprotein whose concentration in plasma is correlated with atherosclerosis the characteristic protein component of lipoproteina is apolipoproteina which is disulphide-linked to apolipoprotein b-100 sequencing of cloned human apolipoproteina complementary dna shows that it is very similar to human plasminogen it contains a serine protease domain and two types of plasminogen-like kringle domains one of which is present in 37 copies
E,expression of major histocompatibility complex mhc class ii molecules and ability to present antigen to t lymphocytes is acquired upon activation of the macrophage by interferon-gamma ifn-gamma little information is available concerning immune regulation of protease gene expression in mouse macrophages we have isolated a cdna clone for cathepsin h a lysosomal cysteine proteinase from a cdna subtraction library of mouse macrophage genes induced by ifn-gamma and have characterized its expression the level of cathepsin h mrna increased in mouse peritoneal macrophages following addition of ifn-gamma cathepsin h mrna levels began to increase 8 h after the addition of ifn-gamma and was maximal at 24-48 h this increase was concordant in time with appearance of mhc class ii e beta mrna and ia invariant chain mrna the increase in cathepsin h mrna levels by ifn-gamma was dose dependent cycloheximide treatment of peritoneal macrophages inhibited the increase in cathepsin h mrna levels induced by ifn-gamma suggesting that the increase in cathepsin mrna levels requires de novo protein synthesis lipopolysaccharide and cytokines interleukin-2 il-2 il-4 il-10 and tumor necrosis factor alpha were found to have no effect on cathepsin h mrna levels in mouse peritoneal macrophages
E,cyp2j subfamily cytochromes p450 catalyze the nadph-dependent oxidation of arachidonic acid to several unique eicosanoids that possess numerous biological activities including modulation of ion transport control of bronchial and vascular smooth muscle tone and stimulation of peptide hormone secretion we have identified sequence variants in the 3' untranslated regions of two mouse cyp2j genes cyp2j5 and cyp2j6 and used a pcr-based oligonucleotide hybridization assay to map both genes to the central region of chromosome 4 distal to the jun oncogene the corresponding human cyp2j gene cyp2j2 has been assigned to human chromosome 1 on a panel of somatic hybrid cell lines and to 1p313-p312 by fluorescence in situ hybridization analysis the proximity of the cyp2j cluster to the cyp4a cluster suggests that these genes may be part of a cassette of p450 genes involved in the oxidation of fatty acids
E,the higher plant arabidopsis thaliana arabidopsis is an important model for identifying plant genes and determining their function to assist biological investigations and to define chromosome structure a coordinated effort to sequence the arabidopsis genome was initiated in late 1996 here we report one of the first milestones of this project the sequence of chromosome 4 analysis of 1738 megabases of unique sequence representing about 17 of the genome reveals 3744 protein coding genes 81 transfer rnas and numerous repeat elements heterochromatic regions surrounding the putative centromere which has not yet been completely sequenced are characterized by an increased frequency of a variety of repeats new repeats reduced recombination lowered gene density and lowered gene expression roughly 60 of the predicted protein-coding genes have been functionally characterized on the basis of their homology to known genes many genes encode predicted proteins that are homologous to human and caenorhabditis elegans proteins
E,the adenylyl cyclase type vi gene expressed in human normal thyroid tissue was cloned and sequenced the cdna sequence 6463 nt is susceptible to code for a 1168 aa protein northern blots using specific probes showed that the expression of adenylyl cyclase type vi gene was significantly higher in one hyperfunctioning thyroid tumor than in normal thyroid tissue in one follicular cold adenoma or in one papillary carcinoma
E,computer-assisted database analysis of sequences homologous to human acid ceramidase asah revealed a 1233-bp cdna previously designated cpj-ltr whose 266-amino-acid open reading frame had approximately 36 identity with the asah polypeptide based on this high degree of homology we undertook further molecular characterization of cpj-ltr and now report the full-length cdna sequence complete gene structure renamed human asahl since it is a human acid ceramidase-like sequence chromosomal location primer extension and promoter analysis and transient expression results the full-length human asahl cdna was 1825 bp and contained an open-reading frame encoding a 359-amino-acid polypeptide that was 33 identical and 69 similar to the asah polypeptide over its entire length numerous short regions of complete identity were observed between these two sequences and two sequences obtained from the caenorhabditis elegans genome database the 30-kb human asahl genomic sequence contained 11 exons which ranged in size from 26 to 671 bp and 10 introns which ranged from 150 bp to 64 kb the gene was localized to the chromosomal region 4q211 by fluorescence in situ hybridization analysis northern blotting experiments revealed a major 20-kb asahl transcript that was expressed at high levels in the liver and kidney but at relatively low levels in other tissues such as the lung heart and brain sequence analysis of the 5'-flanking region of the human asahl gene revealed a putative promoter region that lacked a tata box and was gc rich typical features of a housekeeping gene promoter as well as several tissue-specific andor hormone-induced transcription regulatory sites 5'-deletion analysis localized the promoter activity to a 1 1-kb fragment within this region a major transcription start site also was located 72 bp upstream from the atg translation initiation site by primer extension analysis expression analysis of a green fluorescence proteinasahl fusion protein in cos-1 cells revealed a punctate perinuclear distribution although no acid ceramidase activity was detected in the transfected cells using a fluorescence-based in vitro assay system
B,within the framework of an international project for the sequencing of the entire bacillus subtilis genome this paper communicates the sequencing of a chromosome region containing the lic and cel loci 65 kb which creates a 177 kb contig covering the region from gnt to sacxy this 65 kb region contains 64 orfs 62 complete and two partial genes the 14th 15th and 17th genes correspond to lict lics and kate encoding the antiterminator for lics transcription beta-glucanase lichenase and catalase 2 respectively the 11th 30th 36th 39th 41st 45th-48th 51st and 58th genes are designated dead pept gale aldy msmx cydabcd sigy and katx because their products probably encode atp-dependent rna helicase tripeptidase udp-glucose 4-epimerase aldehyde dehydrogenase multiple sugar-binding transport atp-binding protein the respective components of cytochrome d ubiquinol oxidase and atp-binding cassette transporter sigma-factor of rna polymerase and catalase respectively the 60th-64th genes are celrabcd which are probably involved in cellobiose utilization gene organization and gene features in the gnt-sacxy region are discussed
B,the nucleotide sequences of cloned genes coding for the elongation factor tu of seven eubacteria have been determined these genes were from anacystis nidulans bacillus subtilis bacteroides fragilis deinonema spec pseudomonas cepacia shewanella putrefaciens and streptococcus oralis the primary structures of the genes were compared to the available sequences of prokaryotic elongation factors tu and eukaryotic elongation factors 1 alpha a conservation profile was determined for homologous amino acid residues sites of known or putative functions are usually located at highly conserved positions or within highly conserved sequence stretches the aligned 24 amino acid sequences were used as basis for a phylogenetic analysis the phylogenetic tree corroborates the kingdom as well as phylum concept deduced from 16s rrna data
E,the hiv-1 tat protein regulates transcription elongation through binding to the viral tar rna stem-loop structure we have isolated a novel 87 kda cyclin c-related protein cyclin t that interacts specifically with the transactivation domain of tat cyclin t is a partner for cdk9 an rnapii transcription elongation factor remarkably the interaction of tat with cyclin t strongly enhances the affinity and specificity of the tattar rna interaction and confers a requirement for sequences in the loop of tar that are not recognized by tat alone moreover overexpression of human cyclin t rescues tat activity in nonpermissive rodent cells we propose that tat directs cyclin t-cdk9 to rnapii through cooperative binding to tar rna
E,the bmal1 gene encodes a member of the basic helix-loop-helixper-arnt-sim bhlhpas family of transcription factors it is a key regulator of circadian rhythms using sequence information from human bmal1 hbmal1 cdnas previously reported by our laboratory we have isolated and characterized cdnas encoding three splice variants of the mouse bmal1 mbmal1 gene of the three splice variants mbmal1b extends for 1878 bp in the coding sequence which is 91 identical to that of hbmal1b its deduced amino acid sequence is 626 residues long and is 98 identical to that of hbmal1b and sequence identities in the bhlh pas-a and pas-b regions are 98 100 and 100 respectively mbmal1b' arises from alternative usage of exon 2 which results in a 7-amino-acid insertion and alternative splice acceptor usage at the intron 9exon 10 splice junction which causes an alanine residue deletion mbmal1b' encodes 632 amino acids and contains the bhlhpas domains mbmal1g' is generated by alternative splice acceptor usage at the intron 6exon 7 splice junction which results in a 28-bp deletion adjacent to the 5' end of the pas domain since the 28-bp deletion shifts the reading frame mbmal1g' is predicted to encode a product of only 222 amino acids that lacks the pas domain the tissue distributions of the three splice variants showed some variation the variations in the tissue distributions and predicted amino acid sequences suggest that the three splice variants may have different functions direct sequencing of the genomic mbmal1 clones indicated that the coding sequence of mbmal1 spans 32 kb and includes 17 exons an unusual exonintron donor sequence was found in intron 14 which begins with gc at the 5' end comparison with the bhlhpas family genes revealed that the intronexon splice pattern of mbmal1 most closely matches that of the mahr which suggests that bmal1 and ahr belong to the same subclass and may be derived from a common primordial gene
B,countless millions of people have died from tuberculosis a chronic infectious disease caused by the tubercle bacillus the complete genome sequence of the best-characterized strain of mycobacterium tuberculosis h37rv has been determined and analysed in order to improve our understanding of the biology of this slow-growing pathogen and to help the conception of new prophylactic and therapeutic interventions the genome comprises 4411529 base pairs contains around 4000 genes and has a very high guanine  cytosine content that is reflected in the blased amino-acid content of the proteins m tuberculosis differs radically from other bacteria in that a very large portion of its coding capacity is devoted to the production of enzymes involved in lipogenesis and lipolysis and to two new families of glycine-rich proteins with a repetitive structure that may represent a source of antigenic variation
E,we have characterized a new family of silkmoth chorion genes called c which is distinct from previously characterized a and b families the amino acid compositions of 18 purified c proteins have been determined three subgroups are recognized on the basis of compositional similarities and may correspond to distinct gene families or subfamilies the sequences of two overlapping cdna clones have been determined in their entirety and shown to correspond to a c-specific sequence obvious homology is observed between the middle portions of the c sequence and previously characterized b sequences by contrast the arms of the c sequence share no significant similarities either with each other or with the corresponding arms of b sequences thus the same tripartite structure originally observed in a and b family sequences is also present in the c family and may have functional significance secondary structure prediction of the c sequence is presented and supports this conclusion the observed homology between c and b family sequences clearly establishes that silkmoth chorion multigene families constitute a superfamily
B,salmonella enterica subspecies i serovar typhimurium s typhimurium is a leading cause of human gastroenteritis and is used as a mouse model of human typhoid fever the incidence of non-typhoid salmonellosis is increasing worldwide causing millions of infections and many deaths in the human population each year here we sequenced the 4857-kilobase kb chromosome and 94-kb virulence plasmid of s typhimurium strain lt2 the distribution of close homologues of s typhimurium lt2 genes in eight related enterobacteria was determined using previously completed genomes of three related bacteria sample sequencing of both s enterica serovar paratyphi a s paratyphi a and klebsiella pneumoniae and hybridization of three unsequenced genomes to a microarray of s typhimurium lt2 genes lateral transfer of genes is frequent with 11 of the s typhimurium lt2 genes missing from s enterica serovar typhi s typhi and 29 missing from escherichia coli k12 the 352 gene homologues of s typhimurium lt2 confined to subspecies i of s enterica-containing most mammalian and bird pathogens-are useful for studies of epidemiology host specificity and pathogenesis most of these homologues were previously unknown and 50 may be exported to the periplasm or outer membrane rendering them accessible as therapeutic or vaccine targets
B,bifidobacteria are gram-positive prokaryotes that naturally colonize the human gastrointestinal tract git and vagina although not numerically dominant in the complex intestinal microflora they are considered as key commensals that promote a healthy git we determined the 226-mb genome sequence of an infant-derived strain of bifidobacterium longum and identified 1730 possible coding sequences organized in a 60-gc circular chromosome bioinformatic analysis revealed several physiological traits that could partially explain the successful adaptation of this bacteria to the colon an unexpectedly large number of the predicted proteins appeared to be specialized for catabolism of a variety of oligosaccharides some possibly released by rare or novel glycosyl hydrolases acting on nondigestible plant polymers or host-derived glycoproteins and glycoconjugates this ability to scavenge from a large variety of nutrients likely contributes to the competitiveness and persistence of bifidobacteria in the colon many genes for oligosaccharide metabolism were found in self-regulated modules that appear to have arisen in part from gene duplication or horizontal acquisition complete pathways for all amino acids nucleotides and some key vitamins were identified however routes for asp and cys were atypical more importantly genome analysis provided insights into the reciprocal interactions of bifidobacteria with their hosts we identified polypeptides that showed homology to most major proteins needed for production of glycoprotein-binding fimbriae structures that could possibly be important for adhesion and persistence in the git we also found a eukaryotic-type serine protease inhibitor serpin possibly involved in the reported immunomodulatory activity of bifidobacteria
E,chlorella protothecoides cultures grown in a nitrogen-free bleaching medium bm-n in the dark rapidly degraded chlorophyll chl to red catabolites this degreening process was investigated under different growth conditions supply of nitrogen to the culture medium bmn inhibited bleaching and the synthesis of catabolites as did the addition to bm-n of cycloheximide or a chelator 22'-bipyridyl in contrast chloramphenicol or the protease inhibitor e64 had no effect during bleaching chl breakdown was accompanied by the degradation of cellular proteins such as light-harvesting complex ii cytochrome f and protochlorophyllide oxido-reductase during growth in bm-n protease activity increased and proteins immunologically detectable with an antibody against a senescence-enhanced cysteine protease accumulated cdnas from bm-n and bmn cells were used for differential and subtractive screening to isolate cdnas representing genes with degreening-enhanced expression dee in c protothecoides several different dees were identified with different patterns of expression during chlorella growth but which were all expressed at higher levels during bleaching among these dee4 was most abundant and its expression was exclusive in bm-n cultures analysis of the dee sequences showed that they encode different proteins including a novel amino acid carrier dee4 ferritin atp-dependent citrate lyase a ca2-binding protein mo25 ubiquinone-cytochrome c-reductase and several new proteins
E,human and mouse cdnas showing homology to the clostridium perfringens enterotoxin cpe receptor gene cpe-r from vero cells ddbjemblgenbanktm accession no d88492 katahira j inoue n horiguchi y matsuda m and sugimoto n 1997 j cell biol 136 1239-1247 were cloned they were classified into two groups the vero cell cpe receptor homologues and rat androgen withdrawal apoptosis protein rvp1 accession no m74067 homologues based on the similarities of primary amino acid sequences l929 cells that were originally insensitive to cpe became sensitive to cpe on their transfection with cdnas encoding either the cpe receptor or rvp1 homologues indicating that these gene products are not only structurally similar but also functionally active as receptors for cpe by binding assay the human rvp1 homologue showed differences in affinity and capacity of binding from those of the human cpe receptor northern blot analysis showed that mouse homologues of the cpe receptor and rvp1 are expressed abundantly in mouse small intestine the expression of cpe-r mrna in the small intestine was restricted to cryptic enterocytes indicating that the cpe receptor is expressed in intestinal epithelial cells these results are consistent with reports that cpe binds to the small intestinal cells via two different kinds of receptors high levels of expression of cpe-r andor rvp1 mrna were also detected in other organs including the lungs liver and kidneys but only low levels were expressed in heart and skeletal muscles these results indicate that cpe uses structurally related cellular proteins as functional receptors in vivo and that organs that have not so far been recognized as cpe-sensitive have the potential to be targets of cpe
B,analysis of the nucleotide sequence of the distal part of the fan gene cluster encoding the proteins involved in the biosynthesis of the fibrillar adhesin k99 revealed the presence of two structural genes fang and fanh the amino acid sequence of the gene products fang and fanh showed significant homology to the amino acid sequence of the fibrillar subunit protein fanc introduction of a site-specific frameshift mutation in fang or fanh resulted in a simultaneous decrease in fibrillae production and adhesive capacity analysis of subcellular fractions showed that in contrast to the k99 fibrillar subunit fanc both the fanh and the fang protein were loosely associated with the outer membrane possibly on the periplasmic side but were not components of the fimbriae themselves
E,an expression cloning method which allows direct isolation of cdnas encoding substrates for tyrosine kinases was applied to the study of the epidermal growth factor egf receptor egfr signaling pathway a previously undescribed cdna was isolated and designated eps15 the structural features of the predicted eps15 gene product allow its subdivision into three domains domain i contains signatures of a regulatory domain including a candidate tyrosine phosphorylation site and ef-hand-type calcium-binding domains domain ii presents the characteristic heptad repeats of coiled-coil rod-like proteins and domain iii displays a repeated aspartic acid-proline-phenylalanine motif similar to a consensus sequence of several methylases antibodies specific for the eps15 gene product recognize two proteins a major species of 142 kda and a minor component of 155 kda both of which are phosphorylated on tyrosine following egfr activation by egf in vivo egfr is also able to directly phosphorylate the eps15 product in vitro in addition phosphorylation of the eps15 gene product in vivo is relatively receptor specific since the erbb-2 kinase phosphorylates it very inefficiently finally overexpression of eps15 is sufficient to transform nih 3t3 cells thus suggesting that the eps15 gene product is involved in the regulation of mitogenic signals
B,two forms of heat-stable zinc-containing beta-lactamase ii have been described for strains of bacillus cereus and have been shown to differ in substrate specificity r b davies e p abraham j fleming and m r pollock biochem j 145 409-411 1975 we report here the nucleotide sequence inferred amino acid sequence and expression of beta-lactamase ii from b cereus 5b6 and compare our results with those for its homolog characterized in b cereus 569h m hussain c anthony m j madonna and j o lampen j bacteriol 164 223-229 1985 to document amino acid differences contributing to the specific properties of these enzymes
E,cd44 is a cell-surface glycoprotein involved in leukocyte adherence t-cell activation and lymphocyte homing we have isolated and sequenced a cdna clone which encodes for bovine cd44 the predicted amino acid sequence of bovine cd44 has an overall high similarity with that of human and mouse cd44 795 and 732 respectively in all three species cd44 has a similar transmembrane region and cytoplasmic tail in addition all of the cysteine residues and a majority of the putative n-linked glycosylation sites in the extracytoplasmic domain are conserved between bovine human and mouse all three species have an area of low interspecies similarity within the extracytoplasmic domain this area has a similarity of 34 between bovine and human 27 between bovine and mouse and 35 between human and mouse the location of this area of low similarity is conserved between species
B,the genome sequences of chlamydia trachomatis mouse pneumonitis mopn strain nigg 1 069 412 nt and chlamydia pneumoniae strain ar39 1 229 853 nt were determined using a random shotgun strategy the mopn genome exhibited a general conservation of gene order and content with the previously sequenced ctrachomatis serovar d differences between ctrachomatis strains were focused on an approximately 50 kb 'plasticity zone' near the termination origins in this region mopn contained three copies of a novel gene encoding a 3000 amino acid toxin homologous to a predicted toxin from escherichia coli o157h7 but had apparently lost the tryptophan biosyntheis genes found in serovar d in this region the c pneumoniae ar39 chromosome was 999 identical to the previously sequenced cpneumoniae cwl029 genome however comparative analysis identified an invertible dna segment upstream of the uridine kinase gene which was in different orientations in the two genomes ar39 also contained a novel 4524 nt circular single-stranded ssdna bacteriophage the first time a virus has been reported infecting c pneumoniae although the chlamydial genomes were highly conserved there were intriguing differences in key nucleotide salvage pathways cpneumoniae has a uridine kinase gene for dutp production mopn has a uracil phosphororibosyl transferase while ctrachomatis serovar d contains neither gene chromosomal comparison revealed that there had been multiple large inversion events since the species divergence of ctrachomatis and cpneumoniae apparently oriented around the axis of the origin of replication and the termination region the striking synteny of the chlamydia genomes and prevalence of tandemly duplicated genes are evidence of minimal chromosome rearrangement and foreign gene uptake presumably owing to the ecological isolation of the obligate intracellular parasites in the absence of genetic analysis comparative genomics will continue to provide insight into the virulence mechanisms of these important human pathogens
B,the 567-megabase genome of the plant pathogen agrobacterium tumefaciens c58 consists of a circular chromosome a linear chromosome and two plasmids extensive orthology and nucleotide colinearity between the genomes of a tumefaciens and the plant symbiont sinorhizobium meliloti suggest a recent evolutionary divergence their similarities include metabolic transport and regulatory systems that promote survival in the highly competitive rhizosphere differences are apparent in their genome structure and virulence gene complement availability of the a tumefaciens sequence will facilitate investigations into the molecular basis of pathogenesis and the evolutionary divergence of pathogenic and symbiotic lifestyles
E,we have identified a serinethreonine kinase that is rapidly activated during fas-mediated apoptosis fas-activated serinethreonine kinase fast is phosphorylated on serine and threonine residues in jurkat cells in response to fas ligation it is rapidly dephosphorylated and concomitantly activated to phosphorylate tia-1 a nuclear rna-binding protein that has been implicated as an effector of apoptosis phosphorylation of tia-1 precedes the onset of dna fragmentation suggesting a role in signaling downstream events in the apoptotic program our results introduce fast and tia-1 as components of a molecular cascade involved in signaling fas-mediated apoptosis
